Serial_Number,Sex,Age,Ethnic_Origin,Place_Of_Birth,District_Child,School_Type_Child,Education_Type_Child,Child_Has_First_Degree,Child_Has_Second_Degree,Child_Has_Third_Degree,Work_Type_Child,Education_Type_Dad,First_Degree_Dad,Second_Degree_Dad,Third_Degree_Dad,Work_Type_Dad,Closeness_To_Dad,First_Degree_Mom,Second_Degree_Mom,Third_Degree_Mom,Closeness_To_Mom,Child_Ed_Business,Child_Ed_Reali,Child_Ed_Humani,Child_Ed_Design,Child_Ed_Tipuli,Child_Ed_Refua,Dad_Ed_Business,Dad_Ed_Reali,Dad_Ed_Humani,Dad_Ed_Design,Dad_Ed_Tipuli,Dad_Ed_Refua,Mom_Ed_Business,Mom_Ed_Reali,Mom_Ed_Humani,Mom_Ed_Design,Mom_Ed_Tipuli,Mom_Ed_Refua
124,Female,28,Ashkenazi,United States,Abroad,Private,STEM,1,1,0,Consulting,None,0,0,0,Catering,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Female,27,Mixed,Israel,Center,State,Liberal Arts,1,0,0,Law,Business Mangement and STEM,1,1,0,Engineering and Programming,5,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Female,26,Ashkenazi,Israel,Jerusalem,State-Religious,Other,1,0,0,Therapeutic,STEM,1,1,0,Engineering and Programming,5,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Female,27,Ashkenazi,Israel ,Haifa,State,Medicine,1,1,1,Medicine,STEM,1,0,0,Engineering and Programming,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Female,25,Mixed,Israel,Center,State,Other,1,0,0,Design,STEM,1,0,0,Engineering and Programming,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Male,27,Mixed,Israel,Center,State,Other,1,0,0,Law,Law,1,1,1,Academy,5,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Female,23,Mizrachi,Israel,Center,State,Other,0,0,0,Design,None,0,0,0,General Business,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Male,29,Mixed,Israel,Jerusalem,State-Religious,Medicine,1,1,1,Medicine,Medicine,1,1,1,Medicine,5,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Male,28,Ashkenazi,United States,Center,State,Business Mangement,1,0,0,Mangement,STEM,1,1,0,Engineering and Programming,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Female,28,Mixed,Israel,Center,State,Other,0,0,0,Sales and Marketing,None,0,0,0,Agriculture,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Female,26,Other,Ukraine,Abroad,State,Other,1,0,0,Catering,STEM,1,0,0,Engineering and Programming,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Male,23,Ashkenazi,Israel,West Bank,State-Religious,Other,1,0,0,Design,STEM,1,1,1,Academy,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Female,24,Ashkenazi,Israel,Center,State-Religious,Other,1,0,0,Other,Medicine,1,1,1,Medicine,5,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Female,26,Ashkenazi,Israel,South,Private,Liberal Arts,1,0,0,Therapeutic,STEM,1,0,0,Engineering and Programming,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Female,27,Ashkenazi,Israel,Center,Private,Medicine,1,1,1,Medicine,Liberal Arts,1,1,0,National Defense Services,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Female,26,Mixed,Israel,Jerusalem,Private,Other,1,0,0,Information Systems,None,0,0,0,Physical Work,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Male,27,Mixed,Israel,Center,State,Business Mangement,1,0,0,Consulting,STEM,1,0,0,Engineering and Programming,4,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Female,25,Mixed,Israel,Haifa,State,Design,1,0,0,Sales and Marketing,STEM,0,0,0,Engineering and Programming,5,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Female,23,Ashkenazi,Israel ,Jerusalem,State-Religious,Medicine,1,1,1,Medicine,Law,1,0,0,Law,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Male,27,Mixed,Israel,Center,State,Other,0,0,0,Engineering and Programming,Liberal Arts,1,0,0,Sales and Marketing,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Female,25,Mixed,Israel,Center,State,Design,1,0,0,Art/Music,Law,1,0,0,Law,5,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Female,25,Ashkenazi,United States,Unknown,State,Other,1,0,0,Other,Unknown,1,1,0,Administration,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Female,27,Ashkenazi,England,Center,State-Religious,Other,1,1,0,Academy,Unknown,1,1,1,Consulting,5,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Male,29,Ashkenazi,England,Jerusalem,State-Religious,Other,1,0,0,Engineering and Programming,Liberal Arts,1,1,1,Academy,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Female,32,Mizrachi,France,Center,State,Other,1,1,0,Therapeutic,STEM,0,0,0,Engineering and Programming,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Male,33,Ashkenazi,Israel,Tel Aviv,State,Other,1,0,0,Education,STEM,1,1,0,Academy,3,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Male,28,Mixed,Israel,Tel Aviv,State,Liberal Arts,1,0,0,Engineering and Programming,STEM,1,0,0,Engineering and Programming,3,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Female,28,Ashkenazi,Israel,West Bank,State-Religious,Other,1,0,0,Therapeutic,Business Mangement,1,0,0,Mangement,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Female,67,Ashkenazi,Israel,Center,State,Liberal Arts,1,0,0,Therapeutic,None,0,0,0,Agriculture,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Female,27,Other,Israel,Center,State,Other,1,0,0,Engineering and Programming,STEM,1,0,0,National Defense Services,5,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Male,26,Soviet Union,Israel,South,State,Other,1,0,0,Engineering and Programming,Business Mangement,1,0,0,Finance,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Female,31,Ashkenazi,Israel,Tel Aviv,State,Liberal Arts,1,1,0,Other,Law,1,0,0,Law,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Male,28,Mizrachi,Israel ,Jerusalem,State-Religious,Other,0,0,0,Engineering and Programming,STEM,0,0,0,Communication/Language,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Male,38,Ashkenazi,Israel,Jerusalem,State-Religious,Business Mangement,1,0,0,Engineering and Programming,STEM,1,0,0,Engineering and Programming,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Female,27,Mizrachi,Israel,Center,State,Design,1,0,0,Design,None,0,0,0,Traditional Work,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Male,31,Mixed,Israel,Jerusalem,Other,STEM and Design,1,0,0,Engineering and Programming,STEM,1,1,1,Academy,4,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Female,50,Ashkenazi,Israel,Jerusalem,State,Medicine,1,1,1,Medicine,None,0,0,0,Engineering and Programming,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Male,54,Ashkenazi,Israel,Center,State-Religious,STEM,1,0,0,Engineering and Programming,None,0,0,0,Mangement,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Female,29,Ashkenazi,Israel,Unknown,State,Other,1,0,0,Art/Music,None,0,0,0,Agriculture,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Female,27,Mixed,Israel,North,State-Religious,Other,1,0,0,Academy,STEM,0,0,0,Traditional Work,5,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Female,27,Ashkenazi,Israel,Center,State,Other,1,0,0,Engineering and Programming,Liberal Arts,1,0,0,National Defense Services,5,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Female,65,Ashkenazi,El Salvador,Unknown,State,Other,1,1,0,Therapeutic,None,0,0,0,Administration,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Female,27,Mixed,Israel,Center,State,Other,1,0,0,Engineering and Programming,Business Mangement,1,1,0,Finance,5,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Female,26,Mizrachi,Israel,Jerusalem,State-Religious,Other,1,1,0,Therapeutic,None,0,0,0,Religion,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Male,28,Ashkenazi,United States,Center,State,Other,0,0,0,Consulting,STEM,1,1,1,Academy,5,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Male,27,Mizrachi,Israel,Center,State,Other,1,0,0,Engineering and Programming,None,0,0,0,Information Systems,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Male,23,Ashkenazi,Israel,North,State,Other,1,0,0,Engineering and Programming,STEM,1,0,0,Engineering and Programming,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Male,61,Ashkenazi,Israel,Center,State,STEM,1,1,0,Engineering and Programming,None,0,0,0,General Business,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Female,26,Mizrachi,Israel,Jerusalem,State-Religious,Other,1,0,0,Therapeutic,STEM,1,1,0,Engineering and Programming,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Female,26,Ashkenazi,Israel,Jerusalem,Private,STEM and Liberal Arts,1,0,0,Other,STEM,1,0,0,Mangement,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Female,27,Mixed,Israel,Unknown,State,STEM,0,0,0,Mangement,Liberal Arts,0,0,0,Education,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Female,27,Soviet Union,Israel,Haifa,State,STEM and Design,1,0,0,Design,STEM,1,0,0,Information Systems,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Female,24,Soviet Union,Israel,Unknown,State,Other,1,0,0,Education,Business Mangement,1,1,0,Mangement,5,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Female,28,Ashkenazi,Israel,Center,State-Religious,STEM,1,0,0,Mangement,None,0,0,0,Sales and Marketing,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Female,29,Mizrachi,Israel,Tel Aviv,State-Religious,STEM and Design,1,0,0,Engineering and Programming,None,0,0,0,General Business,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Female,63,Mizrachi,Israel,Center,State,Other,1,0,0,Therapeutic,None,0,0,0,Mangement,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Male,63,Ashkenazi ,United States,Abroad,Private,STEM,1,0,0,Engineering and Programming,Unknown,1,0,0,General Business,5,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Male,34,Ashkenazi,Israel,Jerusalem,State-Religious,Other,1,1,0,Education,STEM,1,0,0,Engineering and Programming,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Female,27,Soviet Union,Russia,South,State,Other,1,1,0,Medicine,STEM,0,1,0,Engineering and Programming,3,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Male,25,Ashkenazi ,Israel ,West Bank,State-Religious,STEM,1,0,0,Engineering and Programming,Law,1,1,0,Law,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Female,27,Ashkenazi,Israel,Jerusalem,State-Religious,Other,1,1,0,Engineering and Programming,Business Mangement,1,1,0,Finance,5,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Male,24,Ashkenazi,Israel,Jerusalem,State-Religious,Other,1,0,0,Art/Music,Law,1,0,0,Religion,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Male,27,Ashkenazi,Israel,Center,State,Other,1,0,0,Engineering and Programming,Business Mangement,1,1,0,Finance,5,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Female,28,Mizrachi,Israel,Center,State,Other,0,0,0,Design,None,0,0,0,Other,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Female,27,Ashkenazi,Israel,Center,State,Other,1,1,0,Other,STEM,1,0,0,Engineering and Programming,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Male,61,Ashkenazi,Israel,Tel Aviv,State,Other,1,1,0,Human Resources,None,0,0,0,Transportation,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Male,28,Ashkenazi,Israel,Center,State,STEM,1,0,0,Engineering and Programming,Design,0,0,0,Mangement,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Female,48,Mixed,Israel ,Center,State,Other,1,1,0,Sales and Marketing,None,0,0,0,Sales and Marketing,5,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Male,28,Mixed,Israel,Center,State,Other,1,0,0,Finance,Business Mangement,1,0,0,General Business,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Male,28,Ashkenazi,Israel,Center,State,STEM,1,0,0,Engineering and Programming,STEM,1,0,0,Engineering and Programming,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Male,49,Ashkenazi,Israel,Center,State,STEM,1,1,0,Engineering and Programming,STEM,1,1,0,Engineering and Programming,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Male,27,Other,Israel,Center,Orthodox,Other,1,0,0,Education,None,0,0,0,General Business,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Male,49,Mizrachi,Israel,Center,State,Design,1,0,0,Design,None,0,0,0,Traditional Work,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Male,66,Ashkenazi,Israel,Tel Aviv,State,Other,1,0,0,Other,None,0,0,0,Transportation,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Female,45,Ashkenazi,Israel,Unknown,State,STEM,1,1,0,Academy,STEM,1,1,0,Therapeutic,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Female,55,Ashkenazi,Israel,Unknown,State,Liberal Arts,1,0,0,General Business,STEM,1,1,1,Academy,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Female,48,Ashkenazi,Israel,Center,State,Other,1,0,0,Agriculture,STEM,1,0,0,Agriculture,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Female,44,Mizrachi,Israel,Jerusalem,State-Religious,STEM,1,0,0,Mangement,None,0,0,0,Traditional Work,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Female,45,Ashkenazi,Israel,South,State,Other,1,0,0,Administration,None,0,0,0,Traditional Work,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Male,37,Mixed,Israel,Center,State,Other,1,0,0,Engineering and Programming,None,0,0,0,National Defense Services,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Male,55,Ashkenazi,Israel,Center,State,Other,0,0,0,Sales and Marketing,None,0,0,0,General Business,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Female,44,Ashkenazi,Israel,Center,State,STEM,1,0,0,Mangement,STEM,1,0,0,Other,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Female,49,Mizrachi,Israel,Center,State,Other,1,0,0,Design,None,0,0,0,General Business,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Male,28,Ashkenazi,Israel,Center,State,Other,1,0,0,Engineering and Programming,Medicine,1,1,0,Medicine,3,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Female,44,Other,Israel,Center,State,Other,1,1,0,Academy,None,0,0,0,Agriculture,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Male,50,Mixed,Israel,Center,State,Other,0,0,0,Engineering and Programming,None,0,0,0,Agriculture,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Female,51,Mixed,Israel ,Center,State,Liberal Arts,1,1,0,Consulting,STEM,0,0,0,Engineering and Programming,4,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Female,27,Mixed,Israel,Center,State,Other,1,0,0,Engineering and Programming,None,0,0,0,General Business,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Female,41,Ashkenazi,Israel ,Center,State,Liberal Arts,1,1,0,Therapeutic,STEM,1,0,0,Engineering and Programming,3,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Male,43,Ashkenazi,Israel,Unknown,State-Religious,STEM,1,0,0,Engineering and Programming,None,0,0,0,Finance,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Female,46,Mizrachi,Israel ,Center,State,Other,1,1,0,Communication/Language,None,0,0,0,General Business,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Male,27,Ashkenazi,Israel,Unknown,State,Other,1,1,0,Academy,Liberal Arts,1,1,0,National Defense Services,3,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Female,71,Ashkenazi,Israel,Center,State,Other,1,0,0,Mangement,None,0,0,0,Agriculture,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Male,28,Ashkenazi,Israel,Center,State,Business Mangement,1,0,0,Mangement,None,0,0,0,Other,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Female,27,Ashkenazi,Israel,North,State,Medicine,1,1,1,Medicine,STEM,1,1,0,Engineering and Programming,4,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Female,28,Ashkenazi,Israel,North,State,STEM,1,0,0,Consulting,None,0,0,0,Education,4,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Female,45,Ashkenazi,Israel,Center,State,Design,1,0,0,Sales and Marketing,STEM,1,1,0,Engineering and Programming,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Male,28,Mizrachi,Israel,Center,State,STEM,1,0,0,Engineering and Programming,STEM,1,0,0,Engineering and Programming,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Female,36,Ashkenazi,Israel,Center,State,Other,1,0,0,Law,STEM,1,1,0,Mangement,5,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Female,31,Ashkenazi,Israel,Unknown,State,Other,1,1,0,Therapeutic,None,0,0,0,Art/Music,5,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Female,60,Ashkenazi,Israel,Center,State,Other,1,1,0,Education,STEM,0,0,0,Engineering and Programming,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Female,43,Mixed,Israel ,Center,State,STEM,1,0,0,Education,STEM,0,0,0,Engineering and Programming,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Female,45,Mixed,Israel,Jerusalem,State,Other,1,0,0,Administration,Business Mangement,1,0,0,Finance,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Male,30,Mixed,Israel,Unknown,State-Religious,STEM,1,0,0,Engineering and Programming,Business Mangement and STEM,1,1,0,Mangement,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Female,65,Mixed,Israel,Center,State,Other,1,1,1,Academy,None,0,0,0,Transportation,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Female,27,Mixed,Israel,South,State,STEM,1,0,0,Mangement,Medicine,1,1,1,Medicine,4,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Female,51,Ashkenazi,Israel,Center,State,Other,1,0,0,Design,STEM,1,0,0,Engineering and Programming,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Female,58,Ashkenazi,Israel,Center,State,STEM,1,0,0,Design,Unknown,0,0,0,Sales and Marketing,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Female,20,Ashkenazi,Israel,Unknown,State,Other,0,0,0,National Defense Services,Liberal Arts,1,0,0,National Defense Services,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Female,58,Ashkenazi,Israel,Center,State,Other,0,0,0,Art/Music,None,0,0,0,Mangement,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Female,26,Mizrachi,Israel,Jerusalem,State-Religious,Other,1,0,0,Engineering and Programming,STEM,1,1,0,Agriculture,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Female,45,Ashkenazi,Israel,Unknown,State,Other,1,1,0,Finance,None,0,0,0,Sales and Marketing,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Female,52,Ashkenazi,Israel,Center,State,Other,0,0,0,Education,None,0,0,0,Other,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Male,48,Ashkenazi,Israel,Center,State,STEM,1,0,0,Engineering and Programming,STEM,1,0,0,Engineering and Programming,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Female,40,Ashkenazi,Israel ,Unknown,State,Other,1,1,0,Therapeutic,None,0,0,0,Agriculture,4,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Female,61,Ashkenazi,Israel,Unknown,State,Business Mangement,1,1,0,Academy,None,0,0,0,Other,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Female,48,Mixed,Israel,Center,State,Business Mangement,1,0,0,Other,None,0,0,0,Agriculture,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Male,46,Mixed,Israel,Center,State,Other,1,0,0,Finance,None,0,0,0,Education,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Female,45,Soviet Union,Uzbekistan,Jerusalem,State,STEM,1,0,0,Engineering and Programming,STEM,1,1,0,Engineering and Programming,3,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Male,45,Ashkenazi,Israel,Center,State,Other,0,0,0,Mangement,None,0,0,0,Traditional Work,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Female,46,Ashkenazi,Israel,Center,State,Liberal Arts,1,0,0,Sales and Marketing,Medicine,1,1,1,Medicine,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Female,50,Mixed,Israel,Center,State,Liberal Arts,1,0,0,Mangement,None,0,0,0,Mangement,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Female,39,Ashkenazi,Israel ,Center,State,Liberal Arts,1,0,0,Transportation,None,0,0,0,Transportation,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Female,49,Mixed,Israel,North,State,Other,1,1,0,Information Systems,STEM,1,0,0,Agriculture,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Male,28,Ashkenazi,Israel,Jerusalem,State,Other,1,0,0,Engineering and Programming,None,0,0,0,Mangement,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Male,27,Mixed,Israel ,Center,State,Other,1,0,0,Engineering and Programming,None,0,0,0,Physical Work,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Female,27,Mizrachi,Israel,Center,State-Religious,Other,1,0,0,Engineering and Programming,None,0,0,0,Administration,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Female,28,Ashkenazi,Israel,Center,State,Business Mangement,1,0,0,Sales and Marketing,Business Mangement,1,0,0,Mangement,5,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Male,58,Ashkenazi,Israel,Center,State,Business Mangement,1,0,0,Information Systems,Business Mangement,1,0,0,Finance,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
