Timestamp,Sex,Age,Work_Type_Child,Work_Category_Child,Work_Type_Dad,Work_Category_Dad,Work_Type_Mom,Work_Category_Mom,Closeness_To_Dad,Closeness_To_Mom,Serial_Number,Social_Work_Place_Child,Work_Life_Balance_Child,Social_Influence_Child,Diversed_Job_Child,Office_Nature_Child,Job_Security_Child,Specific_Training_Child,Social_Benefits_Child,Working_Hours_Child,Social_Work_Place_Dad,Work_Life_Balance_Dad,Social_Influence_Dad,Diversed_Job_Dad,Office_Nature_Dad,Job_Security_Dad,Specific_Training_Dad,Social_Benefits_Dad,Working_Hours_Dad,Social_Work_Place_Mom,Work_Life_Balance_Mom,Social_Influence_Mom,Diversed_Job_Mom,Office_Nature_Mom,Job_Security_Mom,Specific_Training_Mom,Social_Benefits_Mom,Working_Hours_Mom
2024-01-14 15:09:31,Female,26,Information Systems,Technology,Physical Work,Manual labor,General Business,Business,1,5,139,2,2,1,2,1,2,2,2,2,3,3,2,3,3,3,2,2,2,3,1,2,2,1,1,1,2,2
2024-01-14 15:09:59,Male,27,Consulting,Customer service,Engineering and Programming,Technology,Consulting,Customer service,4,5,140,3,1,3,3,1,1,1,2,2,3,1,1,2,1,1,1,1,3,3,1,3,3,1,1,1,2,2
2024-01-14 15:10:54,Female,25,Sales and Marketing,Business,Engineering and Programming,Technology,Academy,Education,5,5,141,1,1,2,1,2,3,2,2,2,3,1,1,2,1,1,1,1,3,3,2,2,1,1,3,2,2,2
2024-01-14 15:13:40,Female,23,Medicine,Care giving,Law,Business,Law,Business,2,3,142,2,2,1,3,3,3,2,1,2,1,1,1,1,2,1,1,3,3,1,1,1,1,2,1,1,3,3
2024-01-14 15:13:56,Male,27,Engineering and Programming,Technology,Sales and Marketing,Business,Law,Business,4,4,143,3,1,1,2,1,1,1,1,3,1,1,2,1,2,3,2,2,2,1,1,1,1,2,1,1,3,3
2024-01-14 15:14:03,Female,25,Art/Music,Creative,Law,Business,Education,Education,5,5,144,1,1,2,1,1,1,1,2,3,1,1,1,1,2,1,1,3,3,2,1,2,1,2,2,3,2,2
2024-01-14 15:22:49,Female,32,Therapeutic,Care giving,Engineering and Programming,Technology,Management,Business,4,4,148,3,2,2,3,3,2,2,2,2,3,1,1,2,1,1,1,1,3,1,2,1,1,2,2,2,1,2
2024-01-14 15:30:52,Male,33,Education,Education,Academy,Education,Academy,Education,3,3,149,2,1,2,1,2,2,3,2,2,3,2,2,1,1,3,2,2,2,3,2,2,1,1,3,2,2,2
2024-01-14 15:30:57,Male,28,Engineering and Programming,Technology,Engineering and Programming,Technology,Education,Education,3,4,150,3,1,1,2,1,1,1,1,3,3,1,1,2,1,1,1,1,3,2,1,2,1,2,2,3,2,2
2024-01-14 15:34:25,Female,28,Therapeutic,Care giving,Management,Business,Education,Education,4,5,151,3,2,2,3,3,2,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,2,3,2,2
2024-01-14 15:37:09,Female,67,Therapeutic,Care giving,Agriculture,Manual labor,Education,Education,4,4,152,3,2,2,3,3,2,2,2,2,1,2,2,1,2,2,2,2,3,2,1,2,1,2,2,3,2,2
2024-01-14 15:39:48,Female,27,Engineering and Programming,Technology,National Defense Services,Defence,Therapeutic,Care giving,5,5,153,3,1,1,2,1,1,1,1,3,2,1,2,3,2,3,2,2,2,3,2,2,3,3,2,2,2,2
2024-01-14 15:40:34,Male,26,Engineering and Programming,Technology,Finance,Business,Education,Education,2,4,154,3,1,1,2,1,1,1,1,3,3,1,2,2,1,1,1,2,2,2,1,2,1,2,2,3,2,2
2024-01-14 15:42:25,Male,28,Engineering and Programming,Technology,Communication/Language,Creative,Law,Business,5,5,156,3,1,1,2,1,1,1,1,3,1,2,2,2,1,2,2,2,3,1,1,1,1,2,1,1,3,3
2024-01-14 15:42:38,Male,38,Engineering and Programming,Technology,Engineering and Programming,Technology,General Business,Business,4,3,157,3,1,1,2,1,1,1,1,3,3,1,1,2,1,1,1,1,3,3,1,2,2,1,1,1,2,2
2024-01-14 15:45:53,Female,27,Design,Creative,Traditional,Manual labor,Administration,Business,1,2,158,1,1,2,2,1,2,2,2,3,1,1,2,1,1,2,2,2,2,2,3,1,1,2,3,2,2,1
2024-01-14 15:55:29,Male,31,Engineering and Programming,Technology,Academy,Education,Law,Business,4,5,159,3,1,1,2,1,1,1,1,3,3,2,2,1,1,3,2,2,2,1,1,1,1,2,1,1,3,3
2024-01-14 15:56:38,Female,50,Medicine,Care giving,Engineering and Programming,Technology,Education,Education,4,3,160,2,2,1,3,3,3,2,1,2,3,1,1,2,1,1,1,1,3,2,1,2,1,2,2,3,2,2
2024-01-14 15:58:48,Male,54,Engineering and Programming,Technology,Management,Business,Traditional,Manual labor,4,4,161,3,1,1,2,1,1,1,1,3,1,2,1,1,2,2,2,1,2,1,1,2,1,1,2,2,2,2
2024-01-14 16:00:15,Female,29,Art/Music,Creative,Agriculture,Manual labor,Education,Education,4,4,162,1,1,2,1,1,1,1,2,3,1,2,2,1,2,2,2,2,3,2,1,2,1,2,2,3,2,2
2024-01-14 16:04:43,Female,27,Academy,Education,Traditional,Manual labor,Education,Education,5,3,163,3,2,2,1,1,3,2,2,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,3,2,2
2024-01-14 16:19:19,Female,27,Engineering and Programming,Technology,National Defense Services,Defence,Education,Education,5,5,164,3,1,1,2,1,1,1,1,3,2,1,2,3,2,3,2,2,2,2,1,2,1,2,2,3,2,2
2024-01-14 16:32:51,Female,65,Therapeutic,Care giving,Administration,Business,Therapeutic,Care giving,4,4,165,3,2,2,3,3,2,2,2,2,2,3,1,1,2,3,2,2,1,3,2,2,3,3,2,2,2,2
2024-01-14 16:37:56,Female,27,Engineering and Programming,Technology,Finance,Business,Law,Business,5,5,166,3,1,1,2,1,1,1,1,3,3,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,3,3
2024-01-14 16:51:12,Female,26,Therapeutic,Care giving,Religion,Religion,Administration,Business,1,5,167,3,2,2,3,3,2,2,2,2,2,1,1,2,2,1,1,1,3,2,3,1,1,2,3,2,2,1
2024-01-14 17:06:00,Male,28,Consulting,Customer service,Academy,Education,Academy,Education,5,5,168,3,1,3,3,1,1,1,2,2,3,2,2,1,1,3,2,2,2,3,2,2,1,1,3,2,2,2
2024-01-14 17:08:06,Male,27,Engineering and Programming,Technology,Information Systems,Technology,Education,Education,4,3,169,3,1,1,2,1,1,1,1,3,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,3,2,2
2024-01-14 17:08:43,Male,23,Engineering and Programming,Technology,Engineering and Programming,Technology,Administration,Business,5,5,170,3,1,1,2,1,1,1,1,3,3,1,1,2,1,1,1,1,3,2,3,1,1,2,3,2,2,1
2024-01-14 17:46:05,Female,26,Therapeutic,Care giving,Engineering and Programming,Technology,Administration,Business,3,3,172,3,2,2,3,3,2,2,2,2,3,1,1,2,1,1,1,1,3,2,3,1,1,2,3,2,2,1
2024-01-14 18:02:59,Female,27,Management,Business,Education,Education,National Defense Services,Defence,4,5,174,1,2,1,1,2,2,2,1,2,2,1,2,1,2,2,3,2,2,2,1,2,3,2,3,2,2,2
2024-01-14 18:07:02,Female,27,Design,Creative,Information Systems,Technology,Education,Education,4,5,175,1,1,2,2,1,2,2,2,3,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,3,2,2
2024-01-14 18:11:54,Female,24,Education,Education,Management,Business,Management,Business,5,5,176,2,1,2,1,2,2,3,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,2,2,1,2
2024-01-14 18:42:07,Female,28,Management,Business,Sales and Marketing,Business,Finance,Business,5,5,177,1,2,1,1,2,2,2,1,2,1,1,2,1,2,3,2,2,2,3,1,2,2,1,1,1,2,2
2024-01-14 18:54:33,Female,29,Engineering and Programming,Technology,General Business,Business,Education,Education,3,4,178,3,1,1,2,1,1,1,1,3,3,1,2,2,1,1,1,2,2,2,1,2,1,2,2,3,2,2
2024-01-14 19:09:13,Female,63,Therapeutic,Care giving,Management,Business,Therapeutic,Care giving,2,5,179,3,2,2,3,3,2,2,2,2,1,2,1,1,2,2,2,1,2,3,2,2,3,3,2,2,2,2
2024-01-14 19:23:22,Male,63,Engineering and Programming,Technology,General Business,Business,Education,Education,5,5,180,3,1,1,2,1,1,1,1,3,3,1,2,2,1,1,1,2,2,2,1,2,1,2,2,3,2,2
2024-01-14 19:28:37,Male,34,Education,Education,Engineering and Programming,Technology,General Business,Business,3,3,181,2,1,2,1,2,2,3,2,2,3,1,1,2,1,1,1,1,3,3,1,2,2,1,1,1,2,2
2024-01-14 20:44:26,Female,27,Medicine,Care giving,Engineering and Programming,Technology,Medicine,Care giving,3,4,182,2,2,1,3,3,3,2,1,2,3,1,1,2,1,1,1,1,3,2,2,1,3,3,3,2,1,2
2024-01-14 21:14:42,Male,25,Engineering and Programming,Technology,Law,Business,Law,Business,4,5,183,3,1,1,2,1,1,1,1,3,1,1,1,1,2,1,1,3,3,1,1,1,1,2,1,1,3,3
2024-01-14 21:41:07,Female,27,Engineering and Programming,Technology,Finance,Business,Law,Business,5,5,184,3,1,1,2,1,1,1,1,3,3,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,3,3
2024-01-14 22:22:43,Male,24,Art/Music,Creative,Religion,Religion,Education,Education,5,5,185,1,1,2,1,1,1,1,2,3,2,1,1,2,2,1,1,1,3,2,1,2,1,2,2,3,2,2
2024-01-14 22:37:06,Male,27,Engineering and Programming,Technology,Finance,Business,Engineering and Programming,Technology,5,5,186,3,1,1,2,1,1,1,1,3,3,1,2,2,1,1,1,2,2,3,1,1,2,1,1,1,1,3
2024-01-15 08:26:46,Male,61,Human Resources,Business,Transportation,Customer service,Administration,Business,1,3,189,1,2,1,2,2,2,2,3,3,1,3,1,2,2,2,2,1,2,2,3,1,1,2,3,2,2,1
2024-01-15 08:32:36,Male,28,Engineering and Programming,Technology,Management,Business,Management,Business,5,5,190,3,1,1,2,1,1,1,1,3,1,2,1,1,2,2,2,1,2,1,2,1,1,2,2,2,1,2
2024-01-15 09:10:40,Female,48,Sales and Marketing,Business,Sales and Marketing,Business,Sales and Marketing,Business,5,5,191,1,1,2,1,2,3,2,2,2,1,1,2,1,2,3,2,2,2,1,1,2,1,2,3,2,2,2
2024-01-15 09:16:57,Male,28,Finance,Business,General Business,Business,Finance,Business,5,5,192,3,1,2,2,1,1,1,2,2,3,1,2,2,1,1,1,2,2,3,1,2,2,1,1,1,2,2
2024-01-15 09:18:32,Male,28,Engineering and Programming,Technology,Engineering and Programming,Technology,Engineering and Programming,Technology,3,3,193,3,1,1,2,1,1,1,1,3,3,1,1,2,1,1,1,1,3,3,1,1,2,1,1,1,1,3
2024-01-15 09:19:35,Male,49,Engineering and Programming,Technology,Engineering and Programming,Technology,Design,Creative,4,3,194,3,1,1,2,1,1,1,1,3,3,1,1,2,1,1,1,1,3,1,1,2,2,1,2,2,2,3
2024-01-15 09:26:33,Male,27,Education,Education,General Business,Business,General Business,Business,4,4,195,2,1,2,1,2,2,3,2,2,3,1,2,2,1,1,1,2,2,3,1,2,2,1,1,1,2,2
2024-01-15 09:26:44,Male,49,Design,Creative,Traditional,Manual labor,Administration,Business,4,4,196,1,1,2,2,1,2,2,2,3,1,1,2,1,1,2,2,2,2,2,3,1,1,2,3,2,2,1
2024-01-15 09:39:18,Female,45,Academy,Education,Therapeutic,Care giving,Education,Education,5,5,198,3,2,2,1,1,3,2,2,2,3,2,2,3,3,2,2,2,2,2,1,2,1,2,2,3,2,2
2024-01-15 09:41:09,Female,55,General Business,Business,Academy,Education,Education,Education,4,5,199,3,1,2,2,1,1,1,2,2,3,2,2,1,1,3,2,2,2,2,1,2,1,2,2,3,2,2
2024-01-15 09:41:26,Female,48,Agriculture,Manual labor,Agriculture,Manual labor,Therapeutic,Care giving,5,5,200,1,2,2,1,2,2,2,2,3,1,2,2,1,2,2,2,2,3,3,2,2,3,3,2,2,2,2
2024-01-15 09:41:59,Female,44,Management,Business,Traditional,Manual labor,Therapeutic,Care giving,3,4,201,1,2,1,1,2,2,2,1,2,1,1,2,1,1,2,2,2,2,3,2,2,3,3,2,2,2,2
2024-01-15 09:42:26,Male,37,Engineering and Programming,Technology,National Defense Services,Defence,National Defense Services,Defence,4,4,203,3,1,1,2,1,1,1,1,3,2,1,2,3,2,3,2,2,2,2,1,2,3,2,3,2,2,2
2024-01-15 09:43:29,Male,55,Sales and Marketing,Business,General Business,Business,Finance,Business,4,5,204,1,1,2,1,2,3,2,2,2,3,1,2,2,1,1,1,2,2,3,1,2,2,1,1,1,2,2
2024-01-15 09:48:39,Male,28,Engineering and Programming,Technology,Medicine,Care giving,Medicine,Care giving,3,4,207,3,1,1,2,1,1,1,1,3,2,2,1,3,3,3,2,1,2,2,2,1,3,3,3,2,1,2
2024-01-15 09:49:30,Female,44,Academy,Education,Agriculture,Manual labor,Education,Education,3,5,208,3,2,2,1,1,3,2,2,2,1,2,2,1,2,2,2,2,3,2,1,2,1,2,2,3,2,2
2024-01-15 09:57:28,Female,51,Consulting,Customer service,Engineering and Programming,Technology,Therapeutic,Care giving,4,5,210,3,1,3,3,1,1,1,2,2,3,1,1,2,1,1,1,1,3,3,2,2,3,3,2,2,2,2
2024-01-15 10:00:21,Female,27,Engineering and Programming,Technology,General Business,Business,Sales and Marketing,Business,4,5,211,3,1,1,2,1,1,1,1,3,3,1,2,2,1,1,1,2,2,1,1,2,1,2,3,2,2,2
2024-01-15 10:02:19,Female,41,Therapeutic,Care giving,Engineering and Programming,Technology,Education,Education,3,4,212,3,2,2,3,3,2,2,2,2,3,1,1,2,1,1,1,1,3,2,1,2,1,2,2,3,2,2
2024-01-15 10:21:53,Male,43,Engineering and Programming,Technology,Finance,Business,Education,Education,5,5,213,3,1,1,2,1,1,1,1,3,3,1,2,2,1,1,1,2,2,2,1,2,1,2,2,3,2,2
2024-01-15 10:23:20,Female,46,Communication/Language,Creative,General Business,Business,General Business,Business,4,5,214,1,2,2,2,1,2,2,2,3,3,1,2,2,1,1,1,2,2,3,1,2,2,1,1,1,2,2
2024-01-15 10:23:40,Male,27,Academy,Education,National Defense Services,Defence,Therapeutic,Care giving,3,4,215,3,2,2,1,1,3,2,2,2,2,1,2,3,2,3,2,2,2,3,2,2,3,3,2,2,2,2
2024-01-15 10:52:00,Female,27,Medicine,Care giving,Engineering and Programming,Technology,Medicine,Care giving,4,5,218,2,2,1,3,3,3,2,1,2,3,1,1,2,1,1,1,1,3,2,2,1,3,3,3,2,1,2
2024-01-15 11:00:34,Female,28,Consulting,Customer service,Education,Education,Education,Education,4,5,219,3,1,3,3,1,1,1,2,2,2,1,2,1,2,2,3,2,2,2,1,2,1,2,2,3,2,2
2024-01-15 11:14:00,Female,45,Sales and Marketing,Business,Engineering and Programming,Technology,Design,Creative,4,4,220,1,1,2,1,2,3,2,2,2,3,1,1,2,1,1,1,1,3,1,1,2,2,1,2,2,2,3
2024-01-15 11:19:15,Male,28,Engineering and Programming,Technology,Engineering and Programming,Technology,Finance,Business,5,5,221,3,1,1,2,1,1,1,1,3,3,1,1,2,1,1,1,1,3,3,1,2,2,1,1,1,2,2
2024-01-15 11:22:54,Female,36,Law,Business,Management,Business,Therapeutic,Care giving,5,5,222,1,1,1,1,2,1,1,3,3,1,2,1,1,2,2,2,1,2,3,2,2,3,3,2,2,2,2
2024-01-15 11:28:35,Female,31,Therapeutic,Care giving,Art/Music,Creative,Education,Education,5,5,223,3,2,2,3,3,2,2,2,2,1,1,2,1,1,1,1,2,3,2,1,2,1,2,2,3,2,2
2024-01-15 11:39:58,Female,60,Education,Education,Engineering and Programming,Technology,Education,Education,3,4,224,2,1,2,1,2,2,3,2,2,3,1,1,2,1,1,1,1,3,2,1,2,1,2,2,3,2,2
2024-01-15 11:40:02,Female,43,Education,Education,Engineering and Programming,Technology,Sales and Marketing,Business,5,5,225,2,1,2,1,2,2,3,2,2,3,1,1,2,1,1,1,1,3,1,1,2,1,2,3,2,2,2
2024-01-15 11:53:58,Female,45,Administration,Business,Finance,Business,Administration,Business,5,5,226,2,3,1,1,2,3,2,2,1,3,1,2,2,1,1,1,2,2,2,3,1,1,2,3,2,2,1
2024-01-15 12:01:38,Male,30,Engineering and Programming,Technology,Management,Business,Education,Education,5,5,227,3,1,1,2,1,1,1,1,3,1,2,1,1,2,2,2,1,2,2,1,2,1,2,2,3,2,2
2024-01-15 12:02:26,Female,65,Academy,Education,Transportation,Customer service,Therapeutic,Care giving,5,5,228,3,2,2,1,1,3,2,2,2,1,3,1,2,2,2,2,1,2,3,2,2,3,3,2,2,2,2
2024-01-15 12:06:54,Female,27,Management,Business,Medicine,Care giving,Engineering and Programming,Technology,4,5,229,1,2,1,1,2,2,2,1,2,2,2,1,3,3,3,2,1,2,3,1,1,2,1,1,1,1,3
2024-01-15 13:05:05,Female,51,Design,Creative,Engineering and Programming,Technology,Design,Creative,5,5,230,1,1,2,2,1,2,2,2,3,3,1,1,2,1,1,1,1,3,1,1,2,2,1,2,2,2,3
2024-01-15 13:13:41,Female,58,Design,Creative,Sales and Marketing,Business,Sales and Marketing,Business,5,2,231,1,1,2,2,1,2,2,2,3,1,1,2,1,2,3,2,2,2,1,1,2,1,2,3,2,2,2
2024-01-15 13:21:49,Female,20,National Defense Services,Defence,National Defense Services,Defence,Design,Creative,5,5,232,2,1,2,3,2,3,2,2,2,2,1,2,3,2,3,2,2,2,1,1,2,2,1,2,2,2,3
2024-01-15 13:24:52,Female,58,Art/Music,Creative,Management,Business,Sales and Marketing,Business,5,4,233,1,1,2,1,1,1,1,2,3,1,2,1,1,2,2,2,1,2,1,1,2,1,2,3,2,2,2
2024-01-15 13:35:26,Female,26,Engineering and Programming,Technology,Agriculture,Manual labor,Administration,Business,5,5,234,3,1,1,2,1,1,1,1,3,1,2,2,1,2,2,2,2,3,2,3,1,1,2,3,2,2,1
2024-01-15 13:57:17,Female,45,Finance,Business,Sales and Marketing,Business,Sales and Marketing,Business,5,5,235,3,1,2,2,1,1,1,2,2,1,1,2,1,2,3,2,2,2,1,1,2,1,2,3,2,2,2
2024-01-15 14:08:34,Male,48,Engineering and Programming,Technology,Engineering and Programming,Technology,Education,Education,3,4,237,3,1,1,2,1,1,1,1,3,3,1,1,2,1,1,1,1,3,2,1,2,1,2,2,3,2,2
2024-01-15 14:26:47,Female,40,Therapeutic,Care giving,Agriculture,Manual labor,Education,Education,4,4,238,3,2,2,3,3,2,2,2,2,1,2,2,1,2,2,2,2,3,2,1,2,1,2,2,3,2,2
2024-01-15 17:06:56,Female,45,Engineering and Programming,Technology,Engineering and Programming,Technology,Engineering and Programming,Technology,3,4,242,3,1,1,2,1,1,1,1,3,3,1,1,2,1,1,1,1,3,3,1,1,2,1,1,1,1,3
2024-01-15 18:37:23,Female,46,Sales and Marketing,Business,Medicine,Care giving,Finance,Business,5,5,244,1,1,2,1,2,3,2,2,2,2,2,1,3,3,3,2,1,2,3,1,2,2,1,1,1,2,2
2024-01-15 21:27:35,Female,50,Management,Business,Management,Business,Finance,Business,3,4,245,1,2,1,1,2,2,2,1,2,1,2,1,1,2,2,2,1,2,3,1,2,2,1,1,1,2,2
2024-01-16 09:13:56,Female,39,Transportation,Customer service,Transportation,Customer service,Transportation,Customer service,4,4,246,1,3,1,2,2,2,2,1,2,1,3,1,2,2,2,2,1,2,1,3,1,2,2,2,2,1,2
2024-01-16 14:46:20,Female,49,Information Systems,Technology,Agriculture,Manual labor,Education,Education,4,4,247,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,3,2,1,2,1,2,2,3,2,2
2024-01-17 15:49:59,Male,28,Engineering and Programming,Technology,Management,Business,Education,Education,4,5,248,3,1,1,2,1,1,1,1,3,1,2,1,1,2,2,2,1,2,2,1,2,1,2,2,3,2,2
2024-01-18 09:02:37,Male,27,Engineering and Programming,Technology,Physical Work,Manual labor,General Business,Business,3,4,249,3,1,1,2,1,1,1,1,3,3,3,2,3,3,3,2,2,2,3,1,2,2,1,1,1,2,2
2024-01-18 10:53:56,Female,27,Engineering and Programming,Technology,Administration,Business,Traditional,Manual labor,4,4,250,3,1,1,2,1,1,1,1,3,2,3,1,1,2,3,2,2,1,1,1,2,1,1,2,2,2,2
2024-01-19 14:21:11,Female,28,Sales and Marketing,Business,Management,Business,Management,Business,5,5,251,1,1,2,1,2,3,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,2,2,1,2
2024-01-19 18:38:09,Male,58,Information Systems,Technology,Finance,Business,Education,Education,2,5,252,2,2,1,2,1,2,2,2,2,3,1,2,2,1,1,1,2,2,2,1,2,1,2,2,3,2,2
